nro_siniestro_gw,nro_situacion,id._publico_exposicion,codigo_plan_cobertura,plan_cobertura,nombre_exposicion,cobertura_principal,codigo_tipo_transaccion,usuario_creador,monto_transaccion,fecha_pago,tipo_vehiculo,grupo_tipo_vehiculo_alternativo,marca_vehiculo,modelo_vehiculo,año_mes_fecha_pago,usd_blue,ipc_factor,pago_ipc,pago_usd
4-3288802,1,cc:586187,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DMOGGI,21518434.0,2025-04-14,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,THE BEETLE,2025-04-01,1263.888888888889,1.290189473,27762857.022245284,17025.574153846155
4-3288802,1,cc:586187,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,JGRIMBER,21518434.0,2025-04-14,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,THE BEETLE,2025-04-01,1263.888888888889,1.290189473,27762857.022245284,17025.574153846155
4-3288830,1,cc:642204,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,SVIGNA,13254000.0,2025-06-12,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 4,2025-06-01,1181.842105263158,1.250858293,16578875.815422,11214.696058784235
4-3288830,1,cc:642204,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,GRFERNAN,13254000.0,2025-06-12,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 4,2025-06-01,1181.842105263158,1.250858293,16578875.815422,11214.696058784235
4-3288890,1,cc:586052,29,"29 - R.C., ACC TOT, INC Y ROBO TOT/PAR",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,FLIBERAT,5637896.0,2025-04-22,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,TWINGO,2025-04-01,1263.888888888889,1.290189473,7273954.069068808,4460.752879120879
4-3288890,1,cc:586052,29,"29 - R.C., ACC TOT, INC Y ROBO TOT/PAR",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MIJUNCOS,5637896.0,2025-04-22,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,TWINGO,2025-04-01,1263.888888888889,1.290189473,7273954.069068808,4460.752879120879
4-3289053,1,cc:660420,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DSECRETI,15054000.0,2025-07-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 3 AIRCROSS,2025-07-01,1282.7272727272727,1.227514843,18479008.446522,11735.931963146704
4-3289053,1,cc:660420,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,SVIGNA,15054000.0,2025-07-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 3 AIRCROSS,2025-07-01,1282.7272727272727,1.227514843,18479008.446522,11735.931963146704
4-3289073,1,cc:586727,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,EAGOSTIN,32734474.0,2025-06-03,P GII +1000Kg,PICK UPS,VOLKSWAGEN,AMAROK,2025-06-01,1181.842105263158,1.250858293,40946188.26989289,27697.8403918949
4-3289073,1,cc:586727,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,FLIBERAT,32734474.0,2025-06-03,P GII +1000Kg,PICK UPS,VOLKSWAGEN,AMAROK,2025-06-01,1181.842105263158,1.250858293,40946188.26989289,27697.8403918949
4-3289097,1,cc:606944,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DSECRETI,20000000.0,2025-04-30,JEEP/CAM.FAM,JEEPS,CHRYSLER,JEEP RENEGADE,2025-04-01,1263.888888888889,1.290189473,25803789.46,15824.175824175823
4-3289224,1,cc:586856,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,HZALAZAR,14496360.0,2025-04-07,P GI H/1000Kg,PICK UPS,RENAULT,KANGOO,2025-04-01,1263.888888888889,1.290189473,18703051.068818282,11469.647472527473
4-3289224,1,cc:586856,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,NRETAMAL,14496360.0,2025-04-07,P GI H/1000Kg,PICK UPS,RENAULT,KANGOO,2025-04-01,1263.888888888889,1.290189473,18703051.068818282,11469.647472527473
4-3289227,1,cc:586859,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,DTALOTTI,8387000.0,2025-04-04,JEEP/CAM.FAM,JEEPS,FORD,ECO SPORT,2025-04-01,1263.888888888889,1.290189473,10820819.110051,6635.868131868132
4-3289342,1,cc:586932,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MIGONZAL,6906451.0,2025-04-07,P GII +1000Kg,PICK UPS,FIAT,DUCATO,2025-04-01,1263.888888888889,1.290189473,8910630.375990324,5464.444747252747
4-3289480,1,cc:587670,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ESEGOVIA,4630474.0,2025-04-14,P GI H/1000Kg,PICK UPS,RENAULT,EXPRESS,2025-04-01,1263.888888888889,1.290189473,5974188.809800202,3663.671736263736
4-3289754,1,cc:596098,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MVIVIANO,13294000.0,2025-04-21,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 3,2025-04-01,1263.888888888889,1.290189473,17151778.854062002,10518.329670329671
4-3289754,1,cc:596098,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,CAMICI,13294000.0,2025-04-21,AUT/FAM/M.VAN,AUTOS PARTICULARES,CITROEN,C 3,2025-04-01,1263.888888888889,1.290189473,17151778.854062002,10518.329670329671
4-3289776,7,cc:588145,0,PLAN SELECTO L2 (EX L200),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,CARMARTI,26334474.0,2025-04-04,P GII +1000Kg,PICK UPS,FORD,RANGER,2025-04-01,1263.888888888889,1.290189473,33976461.1317922,20836.06734065934
4-3289776,7,cc:588145,0,PLAN SELECTO L2 (EX L200),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MVIVIANO,26334474.0,2025-04-04,P GII +1000Kg,PICK UPS,FORD,RANGER,2025-04-01,1263.888888888889,1.290189473,33976461.1317922,20836.06734065934
4-3289902,1,cc:588253,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,HZALAZAR,8680308.0,2025-04-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,307,2025-04-01,1263.888888888889,1.290189473,11199242.003997685,6867.936
4-3289902,1,cc:588253,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,SKUNICIC,8680308.0,2025-04-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,307,2025-04-01,1263.888888888889,1.290189473,11199242.003997685,6867.936
4-3289993,8,cc:587595,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MDSALVAT,19371474.0,2025-04-22,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,ARGO,2025-04-01,1263.888888888889,1.290189473,24992871.831293203,15326.880527472527
4-3289993,8,cc:587595,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ESEGOVIA,19371474.0,2025-04-22,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,ARGO,2025-04-01,1263.888888888889,1.290189473,24992871.831293203,15326.880527472527
4-3290004,1,cc:588602,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,JGRIMBER,14476994.0,2025-04-24,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,PRISMA,2025-04-01,1263.888888888889,1.290189473,18678065.259484164,11454.324923076923
4-3290004,1,cc:588602,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ESEGOVIA,14476994.0,2025-04-24,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,PRISMA,2025-04-01,1263.888888888889,1.290189473,18678065.259484164,11454.324923076923
4-3290076,1,cc:588541,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,NRETAMAL,24000000.0,2025-04-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,TOYOTA,ETIOS,2025-04-01,1263.888888888889,1.290189473,30964547.352,18989.01098901099
4-3290199,1,cc:589023,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MVINCIGU,9019957.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,307,2025-04-01,1263.888888888889,1.290189473,11637453.568312662,7136.669274725275
4-3290199,1,cc:589023,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MFERES,9019957.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,307,2025-04-01,1263.888888888889,1.290189473,11637453.568312662,7136.669274725275
4-3290203,1,cc:589026,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DTALOTTI,14333000.0,2025-04-10,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,SANDERO,2025-04-01,1263.888888888889,1.290189473,18492285.716509,11340.395604395604
4-3290203,1,cc:589026,30,PLAN PRIVILEGIO L2 (EX 30),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,FLIBERAT,14333000.0,2025-04-10,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,SANDERO,2025-04-01,1263.888888888889,1.290189473,18492285.716509,11340.395604395604
4-3290204,1,cc:588808,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,FLIBERAT,8301314.0,2025-04-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,UNO,2025-04-01,1263.888888888889,1.290189473,10710267.934867524,6568.072615384615
4-3290204,1,cc:588808,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DDEBASTO,8301314.0,2025-04-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,UNO,2025-04-01,1263.888888888889,1.290189473,10710267.934867524,6568.072615384615
4-3290240,5,cc:631666,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,NRETAMAL,25650000.0,2025-06-04,P GII +1000Kg,PICK UPS,FORD,RANGER,2025-06-01,1181.842105263158,1.250858293,32084515.21545,21703.406813627254
4-3290283,1,cc:615295,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MIJUNCOS,30699500.0,2025-05-13,P GII +1000Kg,PICK UPS,FORD,RANGER,2025-05-01,1162.142857142857,1.271108749,39022403.0399255,26416.287645974186
4-3290283,1,cc:615295,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,30699500.0,2025-05-13,P GII +1000Kg,PICK UPS,FORD,RANGER,2025-05-01,1162.142857142857,1.271108749,39022403.0399255,26416.287645974186
4-3290329,1,cc:588998,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,HZALAZAR,9682474.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,LINEA,2025-04-01,1263.888888888889,1.290189473,12492226.027396202,7660.85854945055
4-3290329,1,cc:588998,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,NRETAMAL,9682474.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,LINEA,2025-04-01,1263.888888888889,1.290189473,12492226.027396202,7660.85854945055
4-3290373,1,cc:589340,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,DSECRETI,4450000.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2025-04-01,1263.888888888889,1.290189473,5741343.1548500005,3520.879120879121
4-3290414,2,cc:589367,36,"36 - R.C., INC. Y ROBO TOTAL Y PARCIAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,CARMARTI,434474.0,2025-04-07,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,SIENA,2025-04-01,1263.888888888889,1.290189473,560553.781092202,343.75964835164837
4-3290466,1,cc:589508,35,PLAN COMPACTO L2 (EX 35),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,GRFERNAN,4329000.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,DAIHATSU,CUORE,2025-04-01,1263.888888888889,1.290189473,5585230.228617,3425.142857142857
4-3290466,1,cc:589508,35,PLAN COMPACTO L2 (EX 35),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,DDEBASTO,4329000.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,DAIHATSU,CUORE,2025-04-01,1263.888888888889,1.290189473,5585230.228617,3425.142857142857
4-3290504,1,cc:589155,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,AFUNES,14384978.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2025-04-01,1263.888888888889,1.290189473,18559347.184936594,11381.521054945055
4-3290504,1,cc:589155,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DTALOTTI,14384978.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,GOL,2025-04-01,1263.888888888889,1.290189473,18559347.184936594,11381.521054945055
4-3290512,1,cc:589535,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DDEBASTO,18734474.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,208,2025-04-01,1263.888888888889,1.290189473,24171021.136992205,14822.880527472527
4-3290547,1,cc:603107,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DSECRETI,14000000.0,2025-04-24,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,FIESTA,2025-04-01,1263.888888888889,1.290189473,18062652.622,11076.923076923076
4-3290572,1,cc:589677,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,SKUNICIC,8077000.0,2025-04-17,P GI H/1000Kg,PICK UPS,CITROEN,BERLINGO,2025-04-01,1263.888888888889,1.290189473,10420860.373421,6390.593406593406
4-3290609,1,cc:672977,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,SKUNICIC,22820000.0,2025-07-24,P GII +1000Kg,PICK UPS,FORD,RANGER,2025-07-01,1282.7272727272727,1.227514843,28011888.71726,17790.219702338767
4-3290624,1,cc:589699,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MVIVIANO,7088474.0,2025-04-14,P GI H/1000Kg,PICK UPS,FIAT,UNO,2025-04-01,1263.888888888889,1.290189473,9145474.534434203,5608.462945054945
4-3290624,1,cc:589699,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,SVIGNA,7088474.0,2025-04-14,P GI H/1000Kg,PICK UPS,FIAT,UNO,2025-04-01,1263.888888888889,1.290189473,9145474.534434203,5608.462945054945
4-3290654,1,cc:615407,35,PLAN COMPACTO L2 (EX 35),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,FLIBERAT,4937000.0,2025-05-12,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,PALIO,2025-05-01,1162.142857142857,1.271108749,6275463.893813,4248.186846957591
4-3290699,1,cc:589857,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,SVIGNA,8701500.0,2025-04-22,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,AGILE,2025-04-01,1263.888888888889,1.290189473,11226583.6993095,6884.7032967032965
4-3290699,1,cc:589857,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MDSALVAT,8701500.0,2025-04-22,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,AGILE,2025-04-01,1263.888888888889,1.290189473,11226583.6993095,6884.7032967032965
4-3290730,1,cc:588881,25,"25 - R.C., ACC, INCENDIO Y ROBO TOTAL",(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,JGRIMBER,7567000.0,2025-05-06,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,IDEA,2025-05-01,1162.142857142857,1.271108749,9618479.903683,6511.247695144438
4-3290774,1,cc:588886,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ERUIZ,11481586.0,2025-04-10,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,PALIO,2025-04-01,1263.888888888889,1.290189473,14813421.39054418,9084.33178021978
4-3290774,1,cc:588886,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MFERES,11481586.0,2025-04-10,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,PALIO,2025-04-01,1263.888888888889,1.290189473,14813421.39054418,9084.33178021978
4-3290789,1,cc:589965,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MFERES,18595000.0,2025-04-10,AUT/FAM/M.VAN,AUTOS PARTICULARES,FORD,FOCUS,2025-04-01,1263.888888888889,1.290189473,23991073.250435002,14712.527472527472
4-3290820,1,cc:590106,25,"25 - R.C., ACC, INCENDIO Y ROBO TOTAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ESEGOVIA,7970418.0,2025-04-08,JEEP/CAM.FAM,JEEPS,CHEVROLET,BLAZER,2025-04-01,1263.888888888889,1.290189473,10283349.399009714,6306.264791208791
4-3290820,1,cc:590106,25,"25 - R.C., ACC, INCENDIO Y ROBO TOTAL",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,NRETAMAL,7970418.0,2025-04-08,JEEP/CAM.FAM,JEEPS,CHEVROLET,BLAZER,2025-04-01,1263.888888888889,1.290189473,10283349.399009714,6306.264791208791
4-3290896,2,cc:593132,30,PLAN PRIVILEGIO L2 (EX 30),(3) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DSECRETI,30825000.0,2025-04-11,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2025-04-01,1263.888888888889,1.290189473,39770090.505225,24389.01098901099
4-3290903,1,cc:606773,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,JGRIMBER,14354000.0,2025-05-06,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,208,2025-05-01,1162.142857142857,1.271108749,18245494.983146,12351.321450522435
4-3290903,1,cc:606773,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,CAMICI,14354000.0,2025-05-06,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,208,2025-05-01,1162.142857142857,1.271108749,18245494.983146,12351.321450522435
4-3290913,1,cc:603694,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,FLIBERAT,9728371.0,2025-04-29,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,FOX,2025-04-01,1263.888888888889,1.290189473,12551441.853638483,7697.172659340659
4-3290913,1,cc:603694,30,PLAN PRIVILEGIO L2 (EX 30),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,DMOGGI,9728371.0,2025-04-29,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,FOX,2025-04-01,1263.888888888889,1.290189473,12551441.853638483,7697.172659340659
4-3290934,1,cc:590240,29,"29 - R.C., ACC TOT, INC Y ROBO TOT/PAR",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DSECRETI,5188474.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,PALIO,2025-04-01,1263.888888888889,1.290189473,6694114.535734203,4105.166241758242
4-3290934,1,cc:590240,29,"29 - R.C., ACC TOT, INC Y ROBO TOT/PAR",(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,SVIGNA,5188474.0,2025-04-08,AUT/FAM/M.VAN,AUTOS PARTICULARES,FIAT,PALIO,2025-04-01,1263.888888888889,1.290189473,6694114.535734203,4105.166241758242
4-3290971,1,cc:590259,35,PLAN COMPACTO L2 (EX 35),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DMOGGI,629424.0,2025-04-09,AUT/FAM/M.VAN,AUTOS PARTICULARES,PEUGEOT,505,2025-04-01,1263.888888888889,1.290189473,812076.218853552,498.0058021978022
4-3291049,1,cc:590298,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Incendio Total (Autos particulares),Incendio Total,Payment,JGRIMBER,27880200.0,2025-04-10,JEEP/CAM.FAM,JEEPS,CHRYSLER,JEEP COMPASS,2025-04-01,1263.888888888889,1.290189473,35970740.545134604,22059.05934065934
4-3291113,1,cc:590433,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MVINCIGU,26054000.0,2025-04-15,P GII +1000Kg,PICK UPS,FORD,RANGER,2025-04-01,1263.888888888889,1.290189473,33614596.529542,20614.153846153848
4-3291113,1,cc:590433,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MVIVIANO,26054000.0,2025-04-15,P GII +1000Kg,PICK UPS,FORD,RANGER,2025-04-01,1263.888888888889,1.290189473,33614596.529542,20614.153846153848
4-3291189,1,cc:590470,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,SKUNICIC,16016919.0,2025-04-14,P GI H/1000Kg,PICK UPS,FIAT,FIORINO,2025-04-01,1263.888888888889,1.290189473,20664860.28369369,12672.72712087912
4-3291189,1,cc:590470,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,MVINCIGU,16016919.0,2025-04-14,P GI H/1000Kg,PICK UPS,FIAT,FIORINO,2025-04-01,1263.888888888889,1.290189473,20664860.28369369,12672.72712087912
4-3291241,1,cc:612202,0,PLAN SELECTO L2 (EX L200),(2) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,MDSALVAT,6594500.0,2025-05-15,P GI H/1000Kg,PICK UPS,RENAULT,KANGOO,2025-05-01,1162.142857142857,1.271108749,8382326.6452805,5674.431468961278
4-3291264,1,cc:635680,30,PLAN PRIVILEGIO L2 (EX 30),(4) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,GRFERNAN,9317700.0,2025-06-05,AUT/FAM/M.VAN,AUTOS PARTICULARES,NISSAN,TIIDA,2025-06-01,1181.842105263158,1.250858293,11655122.316686101,7884.048096192385
4-3291321,1,cc:590661,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,JGRIMBER,24801586.0,2025-04-23,JEEP/CAM.FAM,JEEPS,TOYOTA,SW4,2025-04-01,1263.888888888889,1.290189473,31998745.170904182,19623.23287912088
4-3291321,1,cc:590661,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,ERUIZ,24801586.0,2025-04-23,JEEP/CAM.FAM,JEEPS,TOYOTA,SW4,2025-04-01,1263.888888888889,1.290189473,31998745.170904182,19623.23287912088
4-3291326,1,cc:606369,30,PLAN PRIVILEGIO L2 (EX 30),(5) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,NRETAMAL,12900000.0,2025-06-11,AUT/FAM/M.VAN,AUTOS PARTICULARES,VOLKSWAGEN,VOYAGE,2025-06-01,1181.842105263158,1.250858293,16136071.979700001,10915.163660654642
4-3291432,1,cc:591024,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,DTALOTTI,25229172.0,2025-04-10,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2025-04-01,1263.888888888889,1.290189473,32550412.126906358,19961.542681318682
4-3291432,1,cc:591024,30,PLAN PRIVILEGIO L2 (EX 30),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,CARMARTI,25229172.0,2025-04-10,P GII +1000Kg,PICK UPS,TOYOTA,HILUX,2025-04-01,1263.888888888889,1.290189473,32550412.126906358,19961.542681318682
4-3291473,1,cc:590957,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,GRFERNAN,10566500.0,2025-04-09,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,FLUENCE,2025-04-01,1263.888888888889,1.290189473,13632787.066454502,8360.307692307691
4-3291473,1,cc:590957,0,PLAN SELECTO L2 (EX L200),(1) Destrucción Total - Accidente Total (Autos particulares),Destrucción Total,Payment,YPIZARRO,10566500.0,2025-04-09,AUT/FAM/M.VAN,AUTOS PARTICULARES,RENAULT,FLUENCE,2025-04-01,1263.888888888889,1.290189473,13632787.066454502,8360.307692307691
4-3291551,1,cc:590996,0,PLAN SELECTO L2 (EX L200),(1) Robo Total - Robo y Hurto Total (Autos particulares),Robo Total,Payment,NRETAMAL,7164586.0,2025-04-10,AUT/FAM/M.VAN,AUTOS PARTICULARES,CHEVROLET,CORSA,2025-04-01,1263.888888888889,1.290189473,9243673.435603179,5668.6834285714285
